verb,,active,passive,verb,bad,exclude,match
copy,2612,A monkey copied the dance.,The dance was copied by a monkey.,copy,,,True
copy,2616,The writer copied the text.,The text was copied by the writer.,copy,,,True
copy,2617,The technician copied the data.,The data was copied by the technician.,copy,,,True
copy,2611,The student copied the notes.,The notes were copied by the student.,copy,,,True
cost,4228,The project cost the company millions.,The company was cost millions by the project.,cost,,,True
cost,1156,The meal cost an arm and a leg.,An arm and a leg was cost by the meal.,cost,,,True
cost,1155,The car cost a lot of money.,A lot of money was cost by the car.,cost,,,True
cost,290,The book cost twenty dollars.,Twenty dollars were cost by the book.,cost,,,True
cost,1158,The ticket cost fifty euros.,Fifty euros were cost by the ticket.,cost,,,True
court,2903,The musician courted the audience.,The audience was courted by the musician.,court,,,True
court,848,The writer courted literary fame.,Literary fame was courted by the writer.,court,,,True
court,852,The actor courted media coverage.,Media coverage was courted by the actor.,court,,,True
court,2902,The prince courted the princess.,The princess was courted by the prince.,court,,,True
court,847,The athlete courted a sponsorship.,A sponsorship was courted by the athlete.,court,,,True
cover,2308,The plant covered the rock.,The rock was covered by the plant.,cover,,,True
cover,2302,The leaves covered the ground.,The ground was covered by the leaves.,cover,,,True
cover,2306,The tarp covered the equipment.,The equipment was covered by the tarp.,cover,,,True
cover,2307,The gum covered the sidewalk.,The sidewalk was covered by the gum.,cover,,,True
cover,2301,The blanket covered the bed.,The bed was covered by the blanket.,cover,,,True
"cover (i.e., span an area of land)",4135,The ivy covered the fence.,The fence was covered by the ivy.,"cover (i.e., span an area of land)",,,True
"cover (i.e., span an area of land)",4129,A tree covered the house.,The house was covered by a tree.,"cover (i.e., span an area of land)",,,True
"cover (i.e., span an area of land)",4133,The roots covered the garden.,The garden was covered by the roots.,"cover (i.e., span an area of land)",,,True
"cover (i.e., span an area of land)",4134,The sand covered the beach.,The beach was covered by the sand.,"cover (i.e., span an area of land)",,,True
"cover (i.e., span an area of land)",4128,The snow covered the ground.,The ground was covered by the snow.,"cover (i.e., span an area of land)",,,True
crack,2052,The builder cracked the rock.  ,The rock was cracked by the builder.,crack,,,True
crack,2046,The team cracked the case.  ,The case was cracked by the team.,crack,,,True
crack,2050,The player cracked the bat.  ,The bat was cracked by the player.,crack,,,True
crack,2051,The scientist cracked the formula.  ,The formula was cracked by the scientist.,crack,,,True
crack,2045,The mechanic cracked the code.  ,The code was cracked by the mechanic.,crack,,,True
crease,2103,The chef creased the foil.,The foil was creased by the chef.,crease,,,True
crease,2097,The designer creased the fabric.,The fabric was creased by the designer.,crease,,,True
crease,2101,The editor creased the report.,The report was creased by the editor.,crease,,,True
crease,2102,The opponent creased the card.,The card was creased by the opponent.,crease,,,True
crease,2096,A student creased the page.,The page was creased by a student.,crease,,,True
create,1096,The teacher created an interactive lesson.,An interactive lesson was created by the teacher.,create,,,True
create,1090,The chef created a delicious dish.,A delicious dish was created by the chef.,create,,,True
create,1094,The committee created a detailed plan.,A detailed plan was created by the committee.,create,,,True
create,1095,The designer created a stunning dress.,A stunning dress was created by the designer.,create,,,True
create,1089,The engineer created a new design.,A new design was created by the engineer.,create,,,True
criticize,2821,The professor criticized the thesis.,The thesis was criticized by the professor.,criticize,,,True
criticize,2815,The coach criticized the players.,The players were criticized by the coach.,criticize,,,True
criticize,2819,The reviewer criticized the movie.,The movie was criticized by the reviewer.,criticize,,,True
criticize,2820,The leader criticized the proposal.,The proposal was criticized by the leader.,criticize,,,True
criticize,2814,A journalist criticized the article.,The article was criticized by a journalist.,criticize,,,True
crush,2227,The horse crushed the fallen branches.,The fallen branches were crushed by the horse.,crush,,,True
crush,2221,A team crushed the opponent's hopes.,The opponent's hopes were crushed by a team.,crush,,,True
crush,2225,A factory crushed the metal scraps.,The metal scraps were crushed by a factory.,crush,,,True
crush,2226,The gardener crushed the fallen leaves.,The fallen leaves were crushed by the gardener.,crush,,,True
crush,2220,The storm crushed the old trees.,The old trees were crushed by the storm.,crush,,,True
cuddle,2904,The cat cuddled the blanket.,The blanket was cuddled by the cat.,cuddle,,,True
cuddle,854,The parents cuddled their baby.,Their baby was cuddled by the parents.,cuddle,,,True
cuddle,2907,The rabbit cuddled the carrot.,The carrot was cuddled by the rabbit.,cuddle,,,True
cuddle,853,The dog cuddled its owner.,Its owner was cuddled by the dog.,cuddle,,,True
cuddle,2905,The child cuddled the teddy bear.,The teddy bear was cuddled by the child.,cuddle,,,True
cut,2601,A mechanic cut the metal.,The metal was cut by a mechanic.,cut,,,True
cut,2596,The carpenter cut the wood.,The wood was cut by the carpenter.,cut,,,True
cut,2595,A child cut the paper.,The paper was cut by a child.,cut,,,True
cut,2600,The artist cut the canvas.,The canvas was cut by the artist.,cut,,,True
cut,2594,The chef cut the vegetables.,The vegetables were cut by the chef.,cut,,,True
dangle,328,The bird dangled its feet.,Its feet were dangled by the bird.,dangle,,,True
dangle,327,The child dangled a toy.,A toy was dangled by the child.,dangle,,,True
dangle,330,The fisherman dangled a lure.,A lure was dangled by the fisherman.,dangle,,,True
dangle,326,The cat dangled its tail.,Its tail was dangled by the cat.,dangle,,,True
dangle,329,The artist dangled a brush.,A brush was dangled by the artist.,dangle,,,True
date,2916,A researcher dated the photographs.,The photographs were dated by a researcher.,date,,,True
date,2911,The student dated the assignment.,The assignment was dated by the student.,date,,,True
date,2910,The author dated the manuscript.,The manuscript was dated by the author.,date,,,True
date,2915,The archaeologist dated the ruins.,The ruins were dated by the archaeologist.,date,,,True
date,855,A girl dated her journal entries.,Her journal entries were dated by a girl.,date,,,True
dazzle,3345,The display dazzled the shoppers.  ,The shoppers were dazzled by the display.,dazzle,,,True
dazzle,3339,The performance dazzled the critics.  ,The critics were dazzled by the performance.,dazzle,,,True
dazzle,3338,The sunrise dazzled the morning sky.  ,The morning sky was dazzled by the sunrise.,dazzle,,,True
dazzle,3344,The fireworks dazzled the crowd.  ,The crowd was dazzled by the fireworks.,dazzle,,,True
dazzle,3337,The magician dazzled the audience.  ,The audience was dazzled by the magician.,dazzle,,,True
decorate,1796,The volunteers decorated the park.  ,The park was decorated by the volunteers.,decorate,,,True
decorate,1790,The children decorated the Christmas tree.  ,The Christmas tree was decorated by the children.,decorate,,,True
decorate,1794,The school decorated the classroom.  ,The classroom was decorated by the school.,decorate,,,True
decorate,1795,The family decorated the garden.  ,The garden was decorated by the family.,decorate,,,True
decorate,1789,The artist decorated the wall.  ,The wall was decorated by the artist.,decorate,,,True
delete,1487,An employee deleted the record.  ,The record was deleted by an employee.,delete,,,True
delete,1481,A student deleted the assignment.  ,The assignment was deleted by a student.,delete,,,True
delete,1485,A programmer deleted the code.  ,The code was deleted by a programmer.,delete,HERE,,True
delete,1486,The teacher deleted the question.  ,The question was deleted by the teacher.,delete,,,True
delete,1480,The manager deleted the email.  ,The email was deleted by the manager.,delete,,,True
demolish,1999,The government demolished the dilapidated school.,The dilapidated school was demolished by the government.,demolish,,,True
demolish,653,The crew demolished an abandoned warehouse.,An abandoned warehouse was demolished by the crew.,demolish,,,True
demolish,1997,The organization demolished the outdated playground.,The outdated playground was demolished by the organization.,demolish,,,True
demolish,1998,The team demolished the crumbling bridge.,The crumbling bridge was demolished by the team.,demolish,,,True
demolish,652,The storm demolished several homes.,Several homes were demolished by the storm.,demolish,,,True
demonstrate,4058,The guide demonstrated the hike routes.,The hike routes were demonstrated by the guide.,demonstrate,,,True
demonstrate,1100,The coach demonstrated a training drill.,A training drill was demonstrated by the coach.,demonstrate,,,True
demonstrate,4056,The presenter demonstrated the product's features.,The product's features were demonstrated by the presenter.,demonstrate,,,True
demonstrate,4057,The student demonstrated the project to the class.,The project was demonstrated to the class by the student.,demonstrate,,,True
