active,passive,verb,bad,exclude,match,content_match,parse_match,Vtypefull,Vtype,VtypeNEW,Verb,Vno,Passivizable,Participle,CoreSet,CountTot,CountTrans,CountInt,CountPass,CountPeri,CountOther,A_cause_B_change,A_enable,A_doingsomething_B,A_responsible,A_physical_contact,B_state_change,B_responsible,A_deliberately_V_B,B_affected,B_adversely_affected,FACA,FACB,FACC
the fireworks popped brightly.,the fireworks were popped brightly.,pop,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,pop,V145,Y,REG,N,1876,,,0,,,6.5,6.5,6.5,6.6,6.0,6.4,3.1,6.2,6.6,5.9,0.12662,-1.45607,0.23781
the sweater shrank in the wash.,the wash caused the sweater to shrink.,shrink,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,shrink,V146,Y,PART,N,944,110.0,704.0,1,2.0,125.0,6.5,6.7,7.8,6.1,5.1,7.2,2.5,6.1,6.5,6.6,0.34089,-1.85282,0.30502
the balloon shrank after the party.,the balloon was shrunk after the party.,shrink,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,shrink,V146,Y,PART,N,944,110.0,704.0,1,2.0,125.0,6.5,6.7,7.8,6.1,5.1,7.2,2.5,6.1,6.5,6.6,0.34089,-1.85282,0.30502
the garden shrank due to the drought.,the garden was shrunk due to the drought.,shrink,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,shrink,V146,Y,PART,N,944,110.0,704.0,1,2.0,125.0,6.5,6.7,7.8,6.1,5.1,7.2,2.5,6.1,6.5,6.6,0.34089,-1.85282,0.30502
the photograph shrank in size.,the size was shrunk by the photograph.,shrink,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,shrink,V146,Y,PART,N,944,110.0,704.0,1,2.0,125.0,6.5,6.7,7.8,6.1,5.1,7.2,2.5,6.1,6.5,6.6,0.34089,-1.85282,0.30502
the paper shrank after being exposed to heat.,the paper was shrunk after being exposed to heat.,shrink,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,shrink,V146,Y,PART,N,944,110.0,704.0,1,2.0,125.0,6.5,6.7,7.8,6.1,5.1,7.2,2.5,6.1,6.5,6.6,0.34089,-1.85282,0.30502
the tree shrank during the winter.,the tree was shrunk during the winter.,shrink,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,shrink,V146,Y,PART,N,944,110.0,704.0,1,2.0,125.0,6.5,6.7,7.8,6.1,5.1,7.2,2.5,6.1,6.5,6.6,0.34089,-1.85282,0.30502
the ice shrank under the sun.,the ice was shrunk by the sun.,shrink,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,shrink,V146,Y,PART,N,944,110.0,704.0,1,2.0,125.0,6.5,6.7,7.8,6.1,5.1,7.2,2.5,6.1,6.5,6.6,0.34089,-1.85282,0.30502
the document shrank when scanned.,the document was shrunk when scanned.,shrink,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,shrink,V146,Y,PART,N,944,110.0,704.0,1,2.0,125.0,6.5,6.7,7.8,6.1,5.1,7.2,2.5,6.1,6.5,6.6,0.34089,-1.85282,0.30502
the tumor shrank following treatment.,the tumor was shrunk following treatment.,shrink,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,shrink,V146,Y,PART,N,944,110.0,704.0,1,2.0,125.0,6.5,6.7,7.8,6.1,5.1,7.2,2.5,6.1,6.5,6.6,0.34089,-1.85282,0.30502
the meeting commenced at noon.,the meeting was commenced at noon.,commence,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,commence,V148,Y,REG,N,1484,549.0,618.0,14,0.0,296.0,4.2,6.0,4.0,6.1,2.2,4.0,4.0,5.8,4.3,3.1,-1.45825,-0.43379,0.04589
the concert commenced after the announcement.,the announcement was followed by the commencement of the concert.,commence,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,commence,V148,Y,REG,N,1484,549.0,618.0,14,0.0,296.0,4.2,6.0,4.0,6.1,2.2,4.0,4.0,5.8,4.3,3.1,-1.45825,-0.43379,0.04589
the project commenced last week.,the project was commenced last week.,commence,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,commence,V148,Y,REG,N,1484,549.0,618.0,14,0.0,296.0,4.2,6.0,4.0,6.1,2.2,4.0,4.0,5.8,4.3,3.1,-1.45825,-0.43379,0.04589
the ceremony commenced with a speech.,the speech was delivered to commence the ceremony.,commence,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,commence,V148,Y,REG,N,1484,549.0,618.0,14,0.0,296.0,4.2,6.0,4.0,6.1,2.2,4.0,4.0,5.8,4.3,3.1,-1.45825,-0.43379,0.04589
the class commenced on time.,the class was commenced on time.,commence,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,commence,V148,Y,REG,N,1484,549.0,618.0,14,0.0,296.0,4.2,6.0,4.0,6.1,2.2,4.0,4.0,5.8,4.3,3.1,-1.45825,-0.43379,0.04589
the game commenced at dawn.,the game was commenced at dawn.,commence,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,commence,V148,Y,REG,N,1484,549.0,618.0,14,0.0,296.0,4.2,6.0,4.0,6.1,2.2,4.0,4.0,5.8,4.3,3.1,-1.45825,-0.43379,0.04589
the presentation commenced promptly.,the presentation was commenced promptly.,commence,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,commence,V148,Y,REG,N,1484,549.0,618.0,14,0.0,296.0,4.2,6.0,4.0,6.1,2.2,4.0,4.0,5.8,4.3,3.1,-1.45825,-0.43379,0.04589
the discussion commenced with introductions.,the introductions were commenced by the discussion.,commence,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,commence,V148,Y,REG,N,1484,549.0,618.0,14,0.0,296.0,4.2,6.0,4.0,6.1,2.2,4.0,4.0,5.8,4.3,3.1,-1.45825,-0.43379,0.04589
the workshop commenced with an overview.,the overview was provided at the commencement of the workshop.,commence,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,commence,V148,Y,REG,N,1484,549.0,618.0,14,0.0,296.0,4.2,6.0,4.0,6.1,2.2,4.0,4.0,5.8,4.3,3.1,-1.45825,-0.43379,0.04589
she continued her studies.,the studies were continued by her.,continue,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,continue,V149,Y,REG,N,27359,4468.0,9874.0,45,0.0,12911.0,3.2,7.2,4.8,6.8,2.2,3.5,3.9,7.3,3.9,2.4,-1.20655,0.85401,-1.14631
they continued the discussion.,the discussion was continued by them.,continue,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,continue,V149,Y,REG,N,27359,4468.0,9874.0,45,0.0,12911.0,3.2,7.2,4.8,6.8,2.2,3.5,3.9,7.3,3.9,2.4,-1.20655,0.85401,-1.14631
he continued the tradition.,the tradition was continued by him.,continue,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,continue,V149,Y,REG,N,27359,4468.0,9874.0,45,0.0,12911.0,3.2,7.2,4.8,6.8,2.2,3.5,3.9,7.3,3.9,2.4,-1.20655,0.85401,-1.14631
the meeting ended abruptly.,the meeting was ended abruptly.,end,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,end,V150,Y,REG,N,46535,7016.0,9099.0,18,0.0,2145.0,7.8,6.3,7.5,7.3,4.9,8.2,3.3,6.9,7.3,7.3,0.76798,-0.92985,0.87725
the movie ended unexpectedly.,the movie was ended unexpectedly.,end,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,end,V150,Y,REG,N,46535,7016.0,9099.0,18,0.0,2145.0,7.8,6.3,7.5,7.3,4.9,8.2,3.3,6.9,7.3,7.3,0.76798,-0.92985,0.87725
the concert ended at midnight.,the concert was ended at midnight.,end,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,end,V150,Y,REG,N,46535,7016.0,9099.0,18,0.0,2145.0,7.8,6.3,7.5,7.3,4.9,8.2,3.3,6.9,7.3,7.3,0.76798,-0.92985,0.87725
the discussion ended in silence.,the silence was the result of the discussion ending.,end,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,end,V150,Y,REG,N,46535,7016.0,9099.0,18,0.0,2145.0,7.8,6.3,7.5,7.3,4.9,8.2,3.3,6.9,7.3,7.3,0.76798,-0.92985,0.87725
the party ended on a high note.,the party was ended on a high note.,end,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,end,V150,Y,REG,N,46535,7016.0,9099.0,18,0.0,2145.0,7.8,6.3,7.5,7.3,4.9,8.2,3.3,6.9,7.3,7.3,0.76798,-0.92985,0.87725
the race ended with a close finish.,the race was ended with a close finish.,end,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,end,V150,Y,REG,N,46535,7016.0,9099.0,18,0.0,2145.0,7.8,6.3,7.5,7.3,4.9,8.2,3.3,6.9,7.3,7.3,0.76798,-0.92985,0.87725
the relationship ended after years.,the relationship was ended after years.,end,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,end,V150,Y,REG,N,46535,7016.0,9099.0,18,0.0,2145.0,7.8,6.3,7.5,7.3,4.9,8.2,3.3,6.9,7.3,7.3,0.76798,-0.92985,0.87725
the game ended in a draw.,the game was ended in a draw.,end,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,end,V150,Y,REG,N,46535,7016.0,9099.0,18,0.0,2145.0,7.8,6.3,7.5,7.3,4.9,8.2,3.3,6.9,7.3,7.3,0.76798,-0.92985,0.87725
the journey ended well.,the journey was ended well.,end,x,,FALSE,FALSE,FALSE,Basic AP (non-reversible),Basic,(a) Agent-Patient,end,V150,Y,REG,N,46535,7016.0,9099.0,18,0.0,2145.0,7.8,6.3,7.5,7.3,4.9,8.2,3.3,6.9,7.3,7.3,0.76798,-0.92985,0.87725
a farmer raised livestock.,the livestock was raised by a farmer.,raise,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,raise,V162,Y,REG,N,20252,12574.0,14.0,235,1.0,2367.0,7.3,8.1,7.3,7.2,7.7,7.0,4.1,7.9,6.3,3.9,0.66825,0.22294,-0.438
the girl slid her hand into the pocket.,the pocket was slid into by the girl.,slide,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,slide,V178,Y,IRR,N,2790,941.0,1030.0,0,0.0,735.0,5.5,6.9,6.4,6.1,4.3,4.3,2.7,6.2,5.8,4.3,-0.4514,-1.22268,-0.61904
the keys slid from the counter.,the keys were slid from the counter.,slide,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,slide,V178,Y,IRR,N,2790,941.0,1030.0,0,0.0,735.0,5.5,6.9,6.4,6.1,4.3,4.3,2.7,6.2,5.8,4.3,-0.4514,-1.22268,-0.61904
she caught a cold.,a cold was caught by her.,catch,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,catch,V184,Y,REG,N,13744,,,209,,,6.8,7.9,7.5,8.0,7.4,6.9,4.5,8.4,7.2,4.4,0.82796,0.94879,-0.26332
the child caught a glimpse.,the glimpse was caught by the child.,catch,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,catch,V184,Y,REG,N,13744,,,209,,,6.8,7.9,7.5,8.0,7.4,6.9,4.5,8.4,7.2,4.4,0.82796,0.94879,-0.26332
she chose the red dress.,the red dress was chosen by her.,choose,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,choose,V185,Y,PART,N,16066,,,148,,,6.1,7.9,6.6,7.6,1.9,6.0,4.9,7.5,5.0,4.2,-0.1182,1.58069,0.11769
they chose the best restaurant.,the best restaurant was chosen by them.,choose,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,choose,V185,Y,PART,N,16066,,,148,,,6.1,7.9,6.6,7.6,1.9,6.0,4.9,7.5,5.0,4.2,-0.1182,1.58069,0.11769
she grabbed the jacket.,the jacket was grabbed by her.,grab,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,grab,V187,Y,REG,N,2679,,,21,,,7.6,8.0,7.0,7.5,8.9,8.0,3.2,7.7,7.1,6.6,1.14853,-0.7795,-0.29187
he grabbed a snack.,the snack was grabbed by him.,grab,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,grab,V187,Y,REG,N,2679,,,21,,,7.6,8.0,7.0,7.5,8.9,8.0,3.2,7.7,7.1,6.6,1.14853,-0.7795,-0.29187
the scientist held an experiment.,the experiment was held by the scientist.,hold,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,hold,V188,Y,IRR,Y,45508,,,579,,,6.7,7.0,8.3,7.6,8.9,6.7,2.9,8.5,7.1,3.7,0.86526,-0.33294,-1.35289
he threw the candy.,the candy was thrown by him.,throw,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,throw,V190,Y,PART,N,10800,,,18,,,8.3,8.2,7.9,7.9,7.4,7.7,3.4,7.5,7.2,6.2,1.22764,-0.30983,-0.33628
she threw the rock.,the rock was thrown by her.,throw,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,throw,V190,Y,PART,N,10800,,,18,,,8.3,8.2,7.9,7.9,7.4,7.7,3.4,7.5,7.2,6.2,1.22764,-0.30983,-0.33628
the athlete kicked the fluently.,the flu was kicked by the athlete.,kick,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,kick,V192,Y,REG,Y,3424,1603.0,303.0,13,0.0,1502.0,8.6,7.9,8.7,8.3,8.8,7.2,3.4,8.7,7.7,8.3,1.69039,0.07432,-0.15022
she thumped the pillow.,the pillow was thumped by her.,thump,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,thump,V196,Y,REG,N,511,,,1,,,8.1,7.4,8.1,7.8,8.9,8.0,2.8,8.1,8.7,8.5,1.62879,-0.97263,0.16173
he thumped the guitar.,the guitar was thumped by him.,thump,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,thump,V196,Y,REG,N,511,,,1,,,8.1,7.4,8.1,7.8,8.9,8.0,2.8,8.1,8.7,8.5,1.62879,-0.97263,0.16173
she bit the apple.,the apple was bitten by her.,bite,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,bite,V198,Y,PART,Y,2069,764.0,366.0,0,2.0,848.0,8.2,7.2,8.4,8.2,8.9,7.6,3.4,8.8889,7.8,8.1,1.57902,-0.03723,0.02987
the dog scratched its ear.,the ear was scratched by the dog.,scratch,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,scratch,V202,Y,REG,N,1126,,,4,,,7.9,7.9,7.8,7.5,7.6,7.5,3.9,8.4,8.0,8.2,1.35574,0.06071,0.74469
he scratched the lottery ticket.,the lottery ticket was scratched by him.,scratch,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,scratch,V202,Y,REG,N,1126,,,4,,,7.9,7.9,7.8,7.5,7.6,7.5,3.9,8.4,8.0,8.2,1.35574,0.06071,0.74469
she scratched the itch.,the itch was scratched by her.,scratch,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,scratch,V202,Y,REG,N,1126,,,4,,,7.9,7.9,7.8,7.5,7.6,7.5,3.9,8.4,8.0,8.2,1.35574,0.06071,0.74469
the dog kissed its owner.,the owner was kissed by the dog.,kiss,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,kiss,V204,Y,REG,Y,3218,2405.0,363.0,12,2.0,318.0,6.8,7.1,8.7,7.0,8.9,6.4,4.6,8.4,5.7,3.2,0.53936,0.61661,-0.37174
the chef licked his fingers.,the fingers were licked by the chef.,lick,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,lick,V205,Y,REG,N,868,,,1,,,6.5,6.4,7.3,7.7,7.8,6.2,3.3,7.8,5.6,4.2,0.34604,-0.28393,-1.06343
she tickled her friend.,the friend was tickled by her.,tickle,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,tickle,V208,Y,REG,N,261,138.0,32.0,2,0.0,85.0,7.6,7.5,7.4,7.9,7.5,6.6,3.7,7.6,6.5,4.8,0.7347,-0.01883,-0.63782
he tickled the funny bone.,the funny bone was tickled by him.,tickle,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,tickle,V208,Y,REG,N,261,138.0,32.0,2,0.0,85.0,7.6,7.5,7.4,7.9,7.5,6.6,3.7,7.6,6.5,4.8,0.7347,-0.01883,-0.63782
she cut the cake.,the cake was cut by her.,cut,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,cut,V210,Y,IRR,Y,17429,5186.0,1514.0,23,1.0,9742.0,8.1,7.1,8.6,8.0,8.2,7.7,3.9,8.7,8.1,8.0,1.49873,0.19054,0.59681
she filmed a commercial.,the commercial was filmed by her.,film,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,film,V213,Y,REG,N,910,,,17,,,5.9,6.3,6.8,7.6,1.9,4.2,4.1,7.7,3.5,4.1,-0.5846,1.18092,-0.66666
the car stopped suddenly.,the car was stopped suddenly.,stop,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,stop,V226,Y,REG,N,23649,6811.0,8352.0,159,8.0,7036.0,8.5,7.8,8.3,8.2,5.6,7.5,4.2,7.7,6.7,5.4,1.02472,0.6384,-0.02434
they stopped the car at the light.,the car was stopped by them at the light.,stop,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,stop,V226,Y,REG,N,23649,6811.0,8352.0,159,8.0,7036.0,8.5,7.8,8.3,8.2,5.6,7.5,4.2,7.7,6.7,5.4,1.02472,0.6384,-0.02434
she stopped the clock.,the clock was stopped by her.,stop,x,,FALSE,FALSE,FALSE,Basic AP (reversible),Basic,(a) Agent-Patient,stop,V226,Y,REG,N,23649,6811.0,8352.0,159,8.0,7036.0,8.5,7.8,8.3,8.2,5.6,7.5,4.2,7.7,6.7,5.4,1.02472,0.6384,-0.02434
the couple divorced last year.,the couple was divorced last year.,divorce,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,divorce,V232,Y,REG,N,1070,,,4,,,7.7,7.3,7.1,6.1,3.0,7.6,5.1,8.2,7.8,7.5,0.62227,0.70819,2.55864
the couple divorced after ten years.,the couple was divorced after ten years.,divorce,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,divorce,V232,Y,REG,N,1070,,,4,,,7.7,7.3,7.1,6.1,3.0,7.6,5.1,8.2,7.8,7.5,0.62227,0.70819,2.55864
they divorced in the summer.,the summer saw their divorce.,divorce,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,divorce,V232,Y,REG,N,1070,,,4,,,7.7,7.3,7.1,6.1,3.0,7.6,5.1,8.2,7.8,7.5,0.62227,0.70819,2.55864
the parents divorced amicably.,the parents were divorced amicably.,divorce,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,divorce,V232,Y,REG,N,1070,,,4,,,7.7,7.3,7.1,6.1,3.0,7.6,5.1,8.2,7.8,7.5,0.62227,0.70819,2.55864
she divorced her husband.,her husband was divorced by her.,divorce,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,divorce,V232,Y,REG,N,1070,,,4,,,7.7,7.3,7.1,6.1,3.0,7.6,5.1,8.2,7.8,7.5,0.62227,0.70819,2.55864
the couple divorced without issues.,the couple was divorced without issues.,divorce,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,divorce,V232,Y,REG,N,1070,,,4,,,7.7,7.3,7.1,6.1,3.0,7.6,5.1,8.2,7.8,7.5,0.62227,0.70819,2.55864
the partners divorced peacefully.,the partners were divorced peacefully.,divorce,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,divorce,V232,Y,REG,N,1070,,,4,,,7.7,7.3,7.1,6.1,3.0,7.6,5.1,8.2,7.8,7.5,0.62227,0.70819,2.55864
they insulted the team during the game.,the team was insulted by them during the game.,insult,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,insult,V242,Y,REG,N,438,,,8,,,6.4,8.3,7.2,7.4,2.7,6.0,3.5,7.5,7.1,7.7,0.58051,0.36922,0.354
the two friends argued with their parents.,the parents were argued with by the two friends.,argue with,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,argue with,V248,Y,REG,N,657,457.0,0.0,0,0.0,53.0,6.0,6.1,6.9,5.9,4.6,6.4,5.1,8.2,7.0,7.9,0.16603,0.45078,2.45886
the siblings quarreled with each other over the game.,the game was quarreled over by the siblings.,quarrel with,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,quarrel with,V251,Y,REG,N,129,116.0,0.0,0,0.0,9.0,6.4,6.4,7.1,5.3,2.1,6.1,5.2,7.4,6.9,7.4,-0.09854,0.37849,2.8627
the cats quarreled with each other over the toy.,the toy was quarreled over by the cats.,quarrel with,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,quarrel with,V251,Y,REG,N,129,116.0,0.0,0,0.0,9.0,6.4,6.4,7.1,5.3,2.1,6.1,5.2,7.4,6.9,7.4,-0.09854,0.37849,2.8627
the rivals quarreled with each other on the field.,the field was quarrelled over by the rivals.,quarrel with,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,quarrel with,V251,Y,REG,N,129,116.0,0.0,0,0.0,9.0,6.4,6.4,7.1,5.3,2.1,6.1,5.2,7.4,6.9,7.4,-0.09854,0.37849,2.8627
neighbors squabbled with one another.,the neighbors were squabbled with by one another.,squabble with,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,squabble with,V252,Y,REG,N,8,7.0,0.0,0,0.0,0.0,6.7,6.3,6.7,6.0,2.4,6.0,4.9,7.8,6.5,7.0,-0.04492,0.5528,2.14017
she cuddled her jacket tightly.,her jacket was cuddled tightly by her.,cuddle,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,cuddle,V254,Y,REG,N,299,,,2,,,7.4,7.1,8.7,6.8,8.9,6.1,4.0,8.6,6.9,3.1,0.71631,0.18131,-0.48973
a couple dated for several months.,the couple was dated by someone for several months.,date,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,date,V255,Y,REG,N,3335,,,14,,,5.9,6.8,7.2,5.4,5.2,5.7,4.7,7.1,5.6,3.4,-0.34308,-0.02068,0.85632
the couple married each other.,the couple was married to each other.,marry,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,marry,V258,Y,REG,N,7573,,,6,,,7.3,6.4,8.0,7.0,6.2,7.9,5.7,8.1,6.5,4.8,0.51219,1.04744,1.57146
she called her friend.,her friend was called by her.,call,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,call,V262,Y,REG,Y,50854,,,101,,,6.6,7.3,7.6,8.0,1.5,5.2,3.4,8.7,5.9,3.2,0.15477,1.39427,-1.19415
the women gossiped over coffee.,the coffee was gossiped over by the women.,gossip,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,gossip,V267,Y,REG,N,274,0.0,88.0,0,0.0,181.0,5.0,6.4,5.1,7.0,3.0,3.2,4.0,6.3,4.3,5.5,-0.93091,0.04978,-0.08114
the coworkers gossiped during lunch.,the lunch was gossiped about by the coworkers.,gossip,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,gossip,V267,Y,REG,N,274,0.0,88.0,0,0.0,181.0,5.0,6.4,5.1,7.0,3.0,3.2,4.0,6.3,4.3,5.5,-0.93091,0.04978,-0.08114
the soldier dressed his uniform.,the uniform was dressed by the soldier.,dress,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,dress,V273,Y,REG,Y,5087,,,9,,,7.0,7.3,8.3,8.1,7.9,7.4,3.5,7.7,6.6,3.9,0.84981,-0.01663,-1.02728
the author wrote a book about a murder.,the book about a murder was written by the author.,murder,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,murder,V279,Y,REG,N,2151,1000.0,2.0,121,0.0,897.0,9.0,8.2,8.3,8.1,7.6,9.0,3.0,9.0,9.0,8.1,1.99406,-0.16957,0.15463
the photographer pursued a shot.,the shot was pursued by the photographer.,pursue,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,pursue,V291,Y,REG,N,4507,,,92,,,5.8,7.1,7.8,7.2,1.9,6.0,3.5,7.7,5.9,4.9,0.08646,0.58794,-0.20829
she shadowed her mentor.,the mentor was shadowed by her.,shadow,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,shadow,V292,Y,REG,N,294,,,12,,,4.5,6.0,5.9,6.4,2.1,4.6,2.9,7.7,4.3,3.9,-0.80106,-0.08462,-0.78371
the dog trailed a scent.,the scent was trailed by the dog.,trail,x,,FALSE,FALSE,FALSE,Basic AP (obligatorily reversible),Basic,(a) Agent-Patient,trail,V295,Y,REG,N,1080,,,1,,,4.8,6.0,5.8,7.2,3.6,4.9,3.8,6.9,5.0,4.8,-0.59721,0.04531,-0.1752
the scientist puzzled the complex equation.,the complex equation was puzzled over by the scientist.,puzzle,x,,FALSE,FALSE,FALSE,Psyc_Stimulus_Subject,Stim,(b) Theme-Experiencer,puzzle,V329,Y,REG,N,471,,,0,,,6.4,5.9,6.4,6.4,1.8,6.4,4.2,6.8,6.2,5.3,-0.30499,-0.09358,1.28222
the flu virus sickened many people.,the flu virus was responsible for sickening many people.,sicken,x,,FALSE,FALSE,FALSE,Psyc_Stimulus_Subject,Stim,(b) Theme-Experiencer,sicken,V335,Y,REG,N,106,26.0,16.0,18,0.0,19.0,6.9,6.8,7.0,6.8,3.4,7.1,4.2,6.9,6.5,8.4,0.37446,-0.16813,1.65837
a child heard a movie.,the movie was heard by a child.,hear,x,,FALSE,FALSE,FALSE,Psyc_Experiencer_Subject,Exp,(c) Experiencer-Theme,hear,V348,Y,IRR,Y,34184,,,117,,,3.0,6.1,3.7,5.7,1.2,3.4,6.3,6.0,3.9,3.1,-1.92776,1.18286,1.61908
