Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
fold,V136,2a,(a) Agent-Patient,The sheet was folded by Bob,Bob folded the sheet,-22.622661590576172,-33.09944534301758,10.476783752441406
follow,V290,2b,(a) Agent-Patient,Wendy was followed by Bob,Bob followed Wendy,-21.684524536132812,-23.447147369384766,1.7626228332519531
forgive,V236,2b,(a) Agent-Patient,Wendy was forgiven by Bob,Bob forgave Wendy,-23.09211540222168,-28.15789031982422,5.065774917602539
forget,V390,2a,(c) Experiencer-Theme,Wendy was forgotten by Bob,Bob forgot Wendy,-22.07320785522461,-26.793155670166016,4.719947814941406
fight,V259,2a,(a) Agent-Patient,Wendy was fought by Bob,Bob fought Wendy,-21.81396484375,-27.092649459838867,5.278684616088867
find,V186,2a,(a) Agent-Patient,Wendy was found by Bob,Bob found Wendy,-21.257200241088867,-24.394283294677734,3.137083053588867
fry,V140,2a,(a) Agent-Patient,The egg was fried by Bob,Bob fried the egg,-22.196212768554688,-33.53659439086914,11.340381622314453
frighten,V322,2b,(b) Theme-Experiencer,Wendy was frightened by Bob,Bob frightened Wendy,-22.132976531982422,-27.402626037597656,5.269649505615234
freeze,V078,2b,(a) Agent-Patient,The water was frozen by Bob,Bob froze the water,-21.249488830566406,-29.129497528076172,7.880008697509766
gaze at,V366,2a,(c) Experiencer-Theme,Wendy was gazed at by Bob,Bob gazed at Wendy,-24.648651123046875,-30.97041893005371,6.321767807006836
glimpse,V356,2b,(c) Experiencer-Theme,Wendy was glimpsed by Bob,Bob glimpsed Wendy,-22.553497314453125,-28.99734878540039,6.443851470947266
gobble,V115,2b,(a) Agent-Patient,The breakfast was gobbled by Bob,Bob gobbled the breakfast,-24.262435913085938,-33.64335250854492,9.380916595458984
gossip,V267,2b,(a) Agent-Patient,Wendy was gossiped with by Bob,Bob gossiped with Wendy,-26.403322219848633,-32.77460861206055,6.371286392211914
get,V405,2b,(d) Other Passivizable,The box was got by Bob,Bob got the box,-18.565366744995117,-31.193510055541992,12.628143310546875
grab,V187,2a,(a) Agent-Patient,Wendy was grabbed by Bob,Bob grabbed Wendy,-21.960262298583984,-25.736652374267578,3.7763900756835938
greet,V237,2a,(a) Agent-Patient,Wendy was greeted by Bob,Bob greeted Wendy,-22.321369171142578,-23.937618255615234,1.6162490844726562
grow,V069,2a,(a) Agent-Patient,The plant was grown by Bob,Bob grew the plant,-21.418487548828125,-30.13395118713379,8.715463638305664
grill,V141,2b,(a) Agent-Patient,The steak was grilled by Bob,Bob grilled the steak,-23.173200607299805,-32.34339141845703,9.170190811157227
grip,V040,2a,(a) Agent-Patient,The bottle was gripped by Bob,Bob gripped the bottle,-21.173376083374023,-32.46051788330078,11.287141799926758
groom,V274,2b,(a) Agent-Patient,Wendy was groomed by Bob,Bob groomed Wendy,-22.516971588134766,-26.244224548339844,3.727252960205078
growl,V094,2a,(a) Agent-Patient,The insult was growled by Bob,Bob growled the insult,-23.174747467041016,-34.035160064697266,10.86041259765625
guide,V298,2b,(a) Agent-Patient,Wendy was guided by Bob,Bob guided Wendy,-21.88652229309082,-25.12045669555664,3.2339344024658203
guzzle,V116,2a,(a) Agent-Patient,The coke was guzzled by Bob,Bob guzzled the coke,-25.166414260864258,-34.19191360473633,9.02549934387207
hammer,V006,2a,(a) Agent-Patient,The desk was hammered by Bob,Bob hammered the desk,-23.285409927368164,-31.701416015625,8.416006088256836
hate,V391,2b,(c) Experiencer-Theme,Wendy was hated by Bob,Bob hated Wendy,-21.889747619628906,-26.867050170898438,4.977302551269531
hear,V348,2a,(c) Experiencer-Theme,Wendy was heard by Bob,Bob heard Wendy,-21.723224639892578,-26.06878662109375,4.345561981201172
heat,V144,2a,(a) Agent-Patient,The sauce was heated by Bob,Bob heated the sauce,-22.783889770507812,-31.21082305908203,8.426933288574219
hold,V188,2b,(a) Agent-Patient,Wendy was held by Bob,Bob held Wendy,-21.400123596191406,-23.87808609008789,2.4779624938964844
help,V300,2a,(a) Agent-Patient,Wendy was helped by Bob,Bob helped Wendy,-21.3279972076416,-25.854217529296875,4.526220321655273
hide,V189,2a,(a) Agent-Patient,Wendy was hidden by Bob,Bob hid Wendy,-22.150184631347656,-25.367923736572266,3.2177391052246094
hit,V191,2a,(a) Agent-Patient,Wendy was hit by Bob,Bob hit Wendy,-21.240394592285156,-24.34385871887207,3.103464126586914
hoist,V159,2b,(a) Agent-Patient,Wendy was hoisted by Bob,Bob hoisted Wendy,-22.647239685058594,-27.057903289794922,4.410663604736328
horrify,V323,2a,(b) Theme-Experiencer,Wendy was horrified by Bob,Bob horrified Wendy,-22.354284286499023,-24.987812042236328,2.6335277557373047
hug,V257,2b,(a) Agent-Patient,Wendy was hugged by Bob,Bob hugged Wendy,-22.371337890625,-28.815189361572266,6.443851470947266
hum,V083,2a,(a) Agent-Patient,The melody was hummed by Bob,Bob hummed the melody,-24.392539978027344,-34.74034881591797,10.347808837890625
hurt,V272,2b,(a) Agent-Patient,Wendy was hurt by Bob,Bob hurt Wendy,-21.689369201660156,-24.872509002685547,3.1831398010253906
idolize,V372,2a,(c) Experiencer-Theme,Wendy was idolized by Bob,Bob idolized Wendy,-23.09211540222168,-29.535966873168945,6.443851470947266
ignore,V349,2a,(c) Experiencer-Theme,Wendy was ignored by Bob,Bob ignored Wendy,-21.82591438293457,-25.87204360961914,4.04612922668457
imply,V416,2b,(d) Other Passivizable,The answer was implied by Bob,Bob implied the answer,-20.57296371459961,-29.93389320373535,9.360929489135742
impress,V324,2b,(b) Theme-Experiencer,Wendy was impressed by Bob,Bob impressed Wendy,-22.130599975585938,-24.239532470703125,2.1089324951171875
indicate,V417,2a,(d) Other Passivizable,The response was indicated by Bob,Bob indicated the response,-20.168058395385742,-29.786706924438477,9.618648529052734
infuriate,V325,2b,(b) Theme-Experiencer,Wendy was infuriated by Bob,Bob infuriated Wendy,-22.322336196899414,-27.279804229736328,4.957468032836914
inherit,V404,2a,(d) Other Passivizable,The company was inherited by Bob,Bob inherited the company,-19.409868240356445,-29.705354690551758,10.295486450195312
inspect,V357,2a,(c) Experiencer-Theme,Wendy was inspected by Bob,Bob inspected Wendy,-22.282554626464844,-26.21649742126465,3.9339427947998047
install,V002,2a,(a) Agent-Patient,The fridge was installed by Bob,Bob installed the fridge,-20.954435348510742,-30.50129508972168,9.546859741210938
instruct,V269,2a,(a) Agent-Patient,Wendy was instructed by Bob,Bob instructed Wendy,-22.002056121826172,-25.500343322753906,3.4982872009277344
insult,V242,2a,(a) Agent-Patient,Wendy was insulted by Bob,Bob insulted Wendy,-22.576364517211914,-27.318395614624023,4.742031097412109
invent,V075,2a,(a) Agent-Patient,The cocktail was invented by Bob,Bob invented the cocktail,-21.66567611694336,-29.328794479370117,7.663118362426758
investigate,V358,2b,(c) Experiencer-Theme,Wendy was investigated by Bob,Bob investigated Wendy,-22.005870819091797,-24.895479202270508,2.889608383178711
irritate,V326,2a,(b) Theme-Experiencer,Wendy was irritated by Bob,Bob irritated Wendy,-22.42694091796875,-27.291921615600586,4.864980697631836
justify,V408,2b,(d) Other Passivizable,The action was justified by Bob,Bob justified the action,-21.737836837768555,-27.803977966308594,6.066141128540039
keep,V041,2a,(a) Agent-Patient,The picture was kept by Bob,Bob kept the picture,-19.927003860473633,-29.606464385986328,9.679460525512695
kick,V192,2b,(a) Agent-Patient,Wendy was kicked by Bob,Bob kicked Wendy,-21.955907821655273,-26.687881469726562,4.731973648071289
kill,V278,2a,(a) Agent-Patient,Wendy was killed by Bob,Bob killed Wendy,-21.56812286376953,-23.552566528320312,1.9844436645507812
kiss,V204,2a,(a) Agent-Patient,Wendy was kissed by Bob,Bob kissed Wendy,-22.30885887145996,-28.752710342407227,6.443851470947266
knead,V076,2b,(a) Agent-Patient,The bread was kneaded by Bob,Bob kneaded the bread,-24.2877140045166,-34.12698745727539,9.839273452758789
know,V373,2a,(c) Experiencer-Theme,Wendy was known by Bob,Bob knew Wendy,-21.719825744628906,-24.66315460205078,2.943328857421875
knife,V282,2a,(a) Agent-Patient,Wendy was knifed by Bob,Bob knifed Wendy,-23.290185928344727,-29.734037399291992,6.443851470947266
knit,V070,2b,(a) Agent-Patient,The scarf was knitted by Bob,Bob knitted the scarf,-26.012924194335938,-35.535011291503906,9.522087097167969
knock,V193,2a,(a) Agent-Patient,Wendy was knocked by Bob,Bob knocked Wendy,-21.937061309814453,-26.949234008789062,5.012172698974609
lace,V050,2b,(a) Agent-Patient,The boot was laced by Bob,Bob laced the boot,-23.330190658569336,-33.822635650634766,10.49244499206543
learn,V037,2a,(a) Agent-Patient,The song was learnt by Bob,Bob learnt the song,-20.63780975341797,-30.99751853942871,10.359708786010742
lead,V299,2a,(a) Agent-Patient,Wendy was led by Bob,Bob led Wendy,-21.547222137451172,-24.096349716186523,2.5491275787353516
leave,V222,2b,(a) Agent-Patient,Wendy was left by Bob,Bob left Wendy,-21.119367599487305,-25.010051727294922,3.890684127807617
lick,V205,2b,(a) Agent-Patient,Wendy was licked by Bob,Bob licked Wendy,-22.95059585571289,-29.394445419311523,6.443849563598633
lift,V160,2a,(a) Agent-Patient,Wendy was lifted by Bob,Bob lifted Wendy,-22.040857315063477,-26.864944458007812,4.824087142944336
like,V374,2b,(c) Experiencer-Theme,Wendy was liked by Bob,Bob liked Wendy,-21.92985725402832,-27.184404373168945,5.254547119140625
listen to,V367,2b,(c) Experiencer-Theme,Wendy was listened to by Bob,Bob listened to Wendy,-22.962827682495117,-29.181804656982422,6.218976974487305
loathe,V392,2a,(c) Experiencer-Theme,Wendy was loathed by Bob,Bob loathed Wendy,-23.09211540222168,-29.535966873168945,6.443851470947266
lock,V051,2a,(a) Agent-Patient,The car was locked by Bob,Bob locked the car,-20.317218780517578,-29.698009490966797,9.380790710449219
look at,V368,2a,(c) Experiencer-Theme,Wendy was looked at by Bob,Bob looked at Wendy,-22.2769775390625,-28.598745346069336,6.321767807006836
look like,V458,2a,(e) Non-Passivizable,Grandpa was looked like by Bob,Bob looked like Grandpa,-22.369524002075195,-28.81337547302246,6.443851470947266
look like,V458,2b,(e) Non-Passivizable,Grandpa was looked like by Bob,Bob looked like Grandpa,-22.369524002075195,-28.81337547302246,6.443851470947266
love,V375,2a,(c) Experiencer-Theme,Wendy was loved by Bob,Bob loved Wendy,-21.802980422973633,-26.611141204833984,4.808160781860352
lower,V161,2b,(a) Agent-Patient,Wendy was lowered by Bob,Bob lowered Wendy,-22.016555786132812,-26.10342025756836,4.086864471435547
make,V071,2a,(a) Agent-Patient,The lunch was made by Bob,Bob made the lunch,-20.005126953125,-27.93703269958496,7.931905746459961
marry,V258,2b,(a) Agent-Patient,Wendy was married by Bob,Bob married Wendy,-21.770008087158203,-25.823028564453125,4.053020477294922
mash,V047,2a,(a) Agent-Patient,The carrot was mashed by Bob,Bob mashed the carrot,-23.08511734008789,-33.28469467163086,10.199577331542969
melt,V079,2a,(a) Agent-Patient,The chocolate was melted by Bob,Bob melted the chocolate,-22.3565616607666,-31.613386154174805,9.256824493408203
memorize,V038,2b,(a) Agent-Patient,The answer was memorized by Bob,Bob memorized the answer,-21.6685791015625,-32.643253326416016,10.974674224853516
mention,V104,2b,(a) Agent-Patient,The hotel was mentioned by Bob,Bob mentioned the hotel,-20.110370635986328,-29.479074478149414,9.368703842163086
meet,V260,2b,(a) Agent-Patient,Wendy was met by Bob,Bob met Wendy,-21.468772888183594,-25.195653915405273,3.7268810272216797
miss,V376,2b,(c) Experiencer-Theme,Wendy was missed by Bob,Bob missed Wendy,-21.663528442382812,-25.968122482299805,4.304594039916992
mock,V243,2b,(a) Agent-Patient,Wendy was mocked by Bob,Bob mocked Wendy,-22.061004638671875,-26.220834732055664,4.159830093383789
move,V176,2b,(a) Agent-Patient,Wendy was moved by Bob,Bob moved Wendy,-21.60488510131836,-25.025039672851562,3.420154571533203
mumble,V095,2b,(a) Agent-Patient,The answer was mumbled by Bob,Bob mumbled the answer,-23.194616317749023,-33.201454162597656,10.006837844848633
munch,V110,2a,(a) Agent-Patient,The biscuit was munched by Bob,Bob munched the biscuit,-24.96934700012207,-35.3990478515625,10.42970085144043
murder,V279,2b,(a) Agent-Patient,Wendy was murdered by Bob,Bob murdered Wendy,-21.96769142150879,-24.104812622070312,2.1371212005615234
mutter,V096,2a,(a) Agent-Patient,The insult was muttered by Bob,Bob muttered the insult,-24.58702278137207,-34.108943939208984,9.521921157836914
need,V398,2a,(c) Experiencer-Theme,The snack was needed by Bob,Bob needed the snack,-22.108583450317383,-31.23528480529785,9.126701354980469
nibble,V111,2b,(a) Agent-Patient,The cookie was nibbled by Bob,Bob nibbled the cookie,-23.67031478881836,-34.53527069091797,10.86495590209961
discern,V395,2b,(c) Experiencer-Theme,The representative was nominated by Bob,Bob nominated the representative,-22.48064613342285,-29.90917205810547,7.428525924682617
notice,V350,2b,(c) Experiencer-Theme,Wendy was noticed by Bob,Bob noticed Wendy,-21.775686264038086,-26.024883270263672,4.249197006225586
nullify,V411,2a,(d) Other Passivizable,The claim was nullified by Bob,Bob nullified the claim,-21.4320068359375,-31.050235748291016,9.618228912353516
obscure,V418,2b,(d) Other Passivizable,The truth was obscured by Bob,Bob obscured the truth,-21.390783309936523,-31.526458740234375,10.135675430297852
observe,V359,2a,(c) Experiencer-Theme,Wendy was observed by Bob,Bob observed Wendy,-21.693416595458984,-25.264890670776367,3.571474075317383
overhear,V360,2b,(c) Experiencer-Theme,Wendy was overheard by Bob,Bob overheard Wendy,-22.576364517211914,-29.020214080810547,6.443849563598633
own,V406,2a,(d) Other Passivizable,The house was owned by Bob,Bob owned the house,-19.394577026367188,-27.48790740966797,8.093330383300781
paint,V060,2a,(a) Agent-Patient,The picture was painted by Bob,Bob painted the picture,-20.680418014526367,-29.189838409423828,8.509420394897461
pat,V206,2a,(a) Agent-Patient,Wendy was patted by Bob,Bob patted Wendy,-22.612586975097656,-29.05643653869629,6.443849563598633
perform,V084,2b,(a) Agent-Patient,The symphony was performed by Bob,Bob performed the symphony,-22.605751037597656,-29.82798194885254,7.222230911254883
photograph,V214,2b,(a) Agent-Patient,Wendy was photographed by Bob,Bob photographed Wendy,-22.237852096557617,-25.254552841186523,3.0167007446289062
pinch,V200,2b,(a) Agent-Patient,Wendy was pinched by Bob,Bob pinched Wendy,-22.95059585571289,-29.394445419311523,6.443849563598633
play,V085,2a,(a) Agent-Patient,The DVD was played by Bob,Bob played the DVD,-23.025405883789062,-31.04072380065918,8.015317916870117
please,V327,2b,(b) Theme-Experiencer,Wendy was pleased by Bob,Bob pleased Wendy,-22.411338806152344,-25.713607788085938,3.3022689819335938
pocket,V017,2a,(a) Agent-Patient,The cheque was pocketed by Bob,Bob pocketed the cheque,-22.708906173706055,-32.7891960144043,10.080289840698242
poke,V203,2b,(a) Agent-Patient,Wendy was poked by Bob,Bob poked Wendy,-22.56641387939453,-29.010265350341797,6.443851470947266
polish,V016,2b,(a) Agent-Patient,The trophy was polished by Bob,Bob polished the trophy,-22.9769287109375,-33.21461486816406,10.237686157226562
pop,V145,2b,(a) Agent-Patient,The bubble-wrap was popped by Bob,Bob popped the bubble-wrap,-25.43207550048828,-34.954158782958984,9.522083282470703
position,V003,2b,(a) Agent-Patient,The statue was positioned by Bob,Bob positioned the statue,-21.841938018798828,-31.142980575561523,9.301042556762695
possess,V407,2b,(d) Other Passivizable,The key was possessed by Bob,Bob possessed the key,-20.439128875732422,-29.334047317504883,8.894918441772461
post,V026,2b,(a) Agent-Patient,The package was posted by Bob,Bob posted the package,-20.327171325683594,-27.97568130493164,7.648509979248047
pot,V018,2b,(a) Agent-Patient,The black-ball was potted by Bob,Bob potted the black-ball,-26.197254180908203,-35.719337463378906,9.522083282470703
pour,V009,2b,(a) Agent-Patient,The drink was poured by Bob,Bob poured the drink,-22.559764862060547,-32.82305145263672,10.263286590576172
praise,V238,2b,(a) Agent-Patient,Wendy was praised by Bob,Bob praised Wendy,-21.744171142578125,-26.159446716308594,4.415275573730469
predict,V420,2b,(d) Other Passivizable,The score was predicted by Bob,Bob predicted the score,-20.417015075683594,-29.34541893005371,8.928403854370117
