Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
fold,V136,2a,(a) Agent-Patient,The sheet was folded by Bob,Bob folded the sheet,-22.358543395996094,-32.78376770019531,10.425224304199219
follow,V290,2b,(a) Agent-Patient,Wendy was followed by Bob,Bob followed Wendy,-21.466699600219727,-23.374393463134766,1.907693862915039
forgive,V236,2b,(a) Agent-Patient,Wendy was forgiven by Bob,Bob forgave Wendy,-23.073095321655273,-27.683725357055664,4.610630035400391
forget,V390,2a,(c) Experiencer-Theme,Wendy was forgotten by Bob,Bob forgot Wendy,-22.0240478515625,-26.595762252807617,4.571714401245117
fight,V259,2a,(a) Agent-Patient,Wendy was fought by Bob,Bob fought Wendy,-21.744796752929688,-26.94834327697754,5.203546524047852
find,V186,2a,(a) Agent-Patient,Wendy was found by Bob,Bob found Wendy,-21.00841522216797,-23.858844757080078,2.8504295349121094
fry,V140,2a,(a) Agent-Patient,The egg was fried by Bob,Bob fried the egg,-22.68140983581543,-33.096099853515625,10.414690017700195
frighten,V322,2b,(b) Theme-Experiencer,Wendy was frightened by Bob,Bob frightened Wendy,-22.09217643737793,-27.09575843811035,5.003582000732422
freeze,V078,2b,(a) Agent-Patient,The water was frozen by Bob,Bob froze the water,-21.694835662841797,-29.444971084594727,7.75013542175293
gaze at,V366,2a,(c) Experiencer-Theme,Wendy was gazed at by Bob,Bob gazed at Wendy,-24.570310592651367,-30.797954559326172,6.227643966674805
glimpse,V356,2b,(c) Experiencer-Theme,Wendy was glimpsed by Bob,Bob glimpsed Wendy,-22.543249130249023,-28.65726661682129,6.114017486572266
gobble,V115,2b,(a) Agent-Patient,The breakfast was gobbled by Bob,Bob gobbled the breakfast,-24.024375915527344,-33.325130462646484,9.30075454711914
gossip,V267,2b,(a) Agent-Patient,Wendy was gossiped with by Bob,Bob gossiped with Wendy,-26.23322868347168,-32.40382385253906,6.170595169067383
get,V405,2b,(d) Other Passivizable,The box was got by Bob,Bob got the box,-18.351173400878906,-31.10997772216797,12.758804321289062
grab,V187,2a,(a) Agent-Patient,Wendy was grabbed by Bob,Bob grabbed Wendy,-21.924833297729492,-24.895851135253906,2.971017837524414
greet,V237,2a,(a) Agent-Patient,Wendy was greeted by Bob,Bob greeted Wendy,-22.131757736206055,-23.78708267211914,1.655324935913086
grow,V069,2a,(a) Agent-Patient,The plant was grown by Bob,Bob grew the plant,-21.56862449645996,-30.45656394958496,8.887939453125
grill,V141,2b,(a) Agent-Patient,The steak was grilled by Bob,Bob grilled the steak,-23.02784538269043,-32.212188720703125,9.184343338012695
grip,V040,2a,(a) Agent-Patient,The bottle was gripped by Bob,Bob gripped the bottle,-21.170412063598633,-31.993511199951172,10.823099136352539
groom,V274,2b,(a) Agent-Patient,Wendy was groomed by Bob,Bob groomed Wendy,-22.51626968383789,-26.099851608276367,3.5835819244384766
growl,V094,2a,(a) Agent-Patient,The insult was growled by Bob,Bob growled the insult,-22.91655921936035,-33.65848922729492,10.74193000793457
guide,V298,2b,(a) Agent-Patient,Wendy was guided by Bob,Bob guided Wendy,-21.829345703125,-24.933971405029297,3.104625701904297
guzzle,V116,2a,(a) Agent-Patient,The coke was guzzled by Bob,Bob guzzled the coke,-24.92532730102539,-33.945953369140625,9.020626068115234
hammer,V006,2a,(a) Agent-Patient,The desk was hammered by Bob,Bob hammered the desk,-22.94881248474121,-30.713708877563477,7.764896392822266
hate,V391,2b,(c) Experiencer-Theme,Wendy was hated by Bob,Bob hated Wendy,-21.856637954711914,-26.71467399597168,4.858036041259766
hear,V348,2a,(c) Experiencer-Theme,Wendy was heard by Bob,Bob heard Wendy,-21.543502807617188,-24.622709274291992,3.0792064666748047
heat,V144,2a,(a) Agent-Patient,The sauce was heated by Bob,Bob heated the sauce,-22.77155303955078,-30.238861083984375,7.467308044433594
hold,V188,2b,(a) Agent-Patient,Wendy was held by Bob,Bob held Wendy,-21.235260009765625,-24.08648109436035,2.8512210845947266
help,V300,2a,(a) Agent-Patient,Wendy was helped by Bob,Bob helped Wendy,-21.262174606323242,-24.725543975830078,3.463369369506836
hide,V189,2a,(a) Agent-Patient,Wendy was hidden by Bob,Bob hid Wendy,-22.112375259399414,-25.491031646728516,3.3786563873291016
hit,V191,2a,(a) Agent-Patient,Wendy was hit by Bob,Bob hit Wendy,-21.104894638061523,-23.636152267456055,2.5312576293945312
hoist,V159,2b,(a) Agent-Patient,Wendy was hoisted by Bob,Bob hoisted Wendy,-22.63368797302246,-27.033924102783203,4.400236129760742
horrify,V323,2a,(b) Theme-Experiencer,Wendy was horrified by Bob,Bob horrified Wendy,-22.30987548828125,-25.145183563232422,2.835308074951172
hug,V257,2b,(a) Agent-Patient,Wendy was hugged by Bob,Bob hugged Wendy,-22.339109420776367,-28.453128814697266,6.114019393920898
hum,V083,2a,(a) Agent-Patient,The melody was hummed by Bob,Bob hummed the melody,-24.425016403198242,-34.331329345703125,9.906312942504883
hurt,V272,2b,(a) Agent-Patient,Wendy was hurt by Bob,Bob hurt Wendy,-21.625160217285156,-24.813629150390625,3.1884689331054688
idolize,V372,2a,(c) Experiencer-Theme,Wendy was idolized by Bob,Bob idolized Wendy,-23.073095321655273,-29.187114715576172,6.114019393920898
ignore,V349,2a,(c) Experiencer-Theme,Wendy was ignored by Bob,Bob ignored Wendy,-21.737878799438477,-26.175273895263672,4.437395095825195
imply,V416,2b,(d) Other Passivizable,The answer was implied by Bob,Bob implied the answer,-21.23101806640625,-30.005512237548828,8.774494171142578
impress,V324,2b,(b) Theme-Experiencer,Wendy was impressed by Bob,Bob impressed Wendy,-21.999202728271484,-24.241741180419922,2.2425384521484375
indicate,V417,2a,(d) Other Passivizable,The response was indicated by Bob,Bob indicated the response,-20.19470977783203,-29.5184383392334,9.323728561401367
infuriate,V325,2b,(b) Theme-Experiencer,Wendy was infuriated by Bob,Bob infuriated Wendy,-22.306594848632812,-27.01335334777832,4.706758499145508
inherit,V404,2a,(d) Other Passivizable,The company was inherited by Bob,Bob inherited the company,-20.204675674438477,-29.878942489624023,9.674266815185547
inspect,V357,2a,(c) Experiencer-Theme,Wendy was inspected by Bob,Bob inspected Wendy,-22.27072525024414,-25.63618278503418,3.365457534790039
install,V002,2a,(a) Agent-Patient,The fridge was installed by Bob,Bob installed the fridge,-21.322072982788086,-29.60031509399414,8.278242111206055
instruct,V269,2a,(a) Agent-Patient,Wendy was instructed by Bob,Bob instructed Wendy,-21.898807525634766,-24.982891082763672,3.0840835571289062
insult,V242,2a,(a) Agent-Patient,Wendy was insulted by Bob,Bob insulted Wendy,-22.56281280517578,-27.052026748657227,4.489213943481445
invent,V075,2a,(a) Agent-Patient,The cocktail was invented by Bob,Bob invented the cocktail,-21.621789932250977,-28.676864624023438,7.055074691772461
investigate,V358,2b,(c) Experiencer-Theme,Wendy was investigated by Bob,Bob investigated Wendy,-21.89984703063965,-24.95246124267578,3.052614212036133
irritate,V326,2a,(b) Theme-Experiencer,Wendy was irritated by Bob,Bob irritated Wendy,-22.4161319732666,-27.155359268188477,4.739227294921875
justify,V408,2b,(d) Other Passivizable,The action was justified by Bob,Bob justified the action,-21.899261474609375,-27.810001373291016,5.910739898681641
keep,V041,2a,(a) Agent-Patient,The picture was kept by Bob,Bob kept the picture,-20.304569244384766,-29.944265365600586,9.63969612121582
kick,V192,2b,(a) Agent-Patient,Wendy was kicked by Bob,Bob kicked Wendy,-21.859588623046875,-26.820348739624023,4.960760116577148
kill,V278,2a,(a) Agent-Patient,Wendy was killed by Bob,Bob killed Wendy,-21.356441497802734,-23.55963897705078,2.203197479248047
kiss,V204,2a,(a) Agent-Patient,Wendy was kissed by Bob,Bob kissed Wendy,-22.25403594970703,-28.36805534362793,6.114019393920898
knead,V076,2b,(a) Agent-Patient,The bread was kneaded by Bob,Bob kneaded the bread,-24.07530403137207,-33.85769271850586,9.782388687133789
know,V373,2a,(c) Experiencer-Theme,Wendy was known by Bob,Bob knew Wendy,-21.52194595336914,-24.479156494140625,2.9572105407714844
knife,V282,2a,(a) Agent-Patient,Wendy was knifed by Bob,Bob knifed Wendy,-23.27116584777832,-29.38518524169922,6.114019393920898
knit,V070,2b,(a) Agent-Patient,The scarf was knitted by Bob,Bob knitted the scarf,-25.656423568725586,-35.15023422241211,9.493810653686523
knock,V193,2a,(a) Agent-Patient,Wendy was knocked by Bob,Bob knocked Wendy,-21.900726318359375,-26.967866897583008,5.067140579223633
lace,V050,2b,(a) Agent-Patient,The boot was laced by Bob,Bob laced the boot,-23.13895606994629,-33.425045013427734,10.286088943481445
learn,V037,2a,(a) Agent-Patient,The song was learnt by Bob,Bob learnt the song,-20.986221313476562,-31.452112197875977,10.465890884399414
lead,V299,2a,(a) Agent-Patient,Wendy was led by Bob,Bob led Wendy,-21.274065017700195,-23.650775909423828,2.376710891723633
leave,V222,2b,(a) Agent-Patient,Wendy was left by Bob,Bob left Wendy,-20.94228172302246,-24.917644500732422,3.975362777709961
lick,V205,2b,(a) Agent-Patient,Wendy was licked by Bob,Bob licked Wendy,-22.931575775146484,-29.04559326171875,6.114017486572266
lift,V160,2a,(a) Agent-Patient,Wendy was lifted by Bob,Bob lifted Wendy,-22.014793395996094,-26.71698760986328,4.7021942138671875
like,V374,2b,(c) Experiencer-Theme,Wendy was liked by Bob,Bob liked Wendy,-21.824874877929688,-25.41023826599121,3.5853633880615234
listen to,V367,2b,(c) Experiencer-Theme,Wendy was listened to by Bob,Bob listened to Wendy,-23.06967544555664,-29.241172790527344,6.171497344970703
loathe,V392,2a,(c) Experiencer-Theme,Wendy was loathed by Bob,Bob loathed Wendy,-23.073095321655273,-29.187114715576172,6.114019393920898
lock,V051,2a,(a) Agent-Patient,The car was locked by Bob,Bob locked the car,-20.945491790771484,-29.84444236755371,8.898950576782227
look at,V368,2a,(c) Experiencer-Theme,Wendy was looked at by Bob,Bob looked at Wendy,-22.674667358398438,-28.90230941772461,6.227642059326172
look like,V458,2a,(e) Non-Passivizable,Grandpa was looked like by Bob,Bob looked like Grandpa,-22.70948028564453,-28.823497772216797,6.114017486572266
look like,V458,2b,(e) Non-Passivizable,Grandpa was looked like by Bob,Bob looked like Grandpa,-22.70948028564453,-28.823497772216797,6.114017486572266
love,V375,2a,(c) Experiencer-Theme,Wendy was loved by Bob,Bob loved Wendy,-21.673439025878906,-25.471025466918945,3.797586441040039
lower,V161,2b,(a) Agent-Patient,Wendy was lowered by Bob,Bob lowered Wendy,-21.983654022216797,-25.861255645751953,3.8776016235351562
make,V071,2a,(a) Agent-Patient,The lunch was made by Bob,Bob made the lunch,-20.099483489990234,-27.819976806640625,7.720493316650391
marry,V258,2b,(a) Agent-Patient,Wendy was married by Bob,Bob married Wendy,-21.644561767578125,-25.860973358154297,4.216411590576172
mash,V047,2a,(a) Agent-Patient,The carrot was mashed by Bob,Bob mashed the carrot,-22.946340560913086,-33.02384567260742,10.077505111694336
melt,V079,2a,(a) Agent-Patient,The chocolate was melted by Bob,Bob melted the chocolate,-22.181926727294922,-31.54984474182129,9.367918014526367
memorize,V038,2b,(a) Agent-Patient,The answer was memorized by Bob,Bob memorized the answer,-22.40923309326172,-32.50267791748047,10.09344482421875
mention,V104,2b,(a) Agent-Patient,The hotel was mentioned by Bob,Bob mentioned the hotel,-20.43993377685547,-29.055681228637695,8.615747451782227
meet,V260,2b,(a) Agent-Patient,Wendy was met by Bob,Bob met Wendy,-21.334762573242188,-24.369281768798828,3.0345191955566406
miss,V376,2b,(c) Experiencer-Theme,Wendy was missed by Bob,Bob missed Wendy,-21.58527946472168,-25.90123748779297,4.315958023071289
mock,V243,2b,(a) Agent-Patient,Wendy was mocked by Bob,Bob mocked Wendy,-22.039905548095703,-25.990697860717773,3.9507923126220703
move,V176,2b,(a) Agent-Patient,Wendy was moved by Bob,Bob moved Wendy,-21.467226028442383,-25.380767822265625,3.913541793823242
mumble,V095,2b,(a) Agent-Patient,The answer was mumbled by Bob,Bob mumbled the answer,-23.79338836669922,-33.055416107177734,9.262027740478516
munch,V110,2a,(a) Agent-Patient,The biscuit was munched by Bob,Bob munched the biscuit,-25.141435623168945,-35.024078369140625,9.88264274597168
murder,V279,2b,(a) Agent-Patient,Wendy was murdered by Bob,Bob murdered Wendy,-21.840906143188477,-23.63434600830078,1.7934398651123047
mutter,V096,2a,(a) Agent-Patient,The insult was muttered by Bob,Bob muttered the insult,-24.1992130279541,-33.748748779296875,9.549535751342773
need,V398,2a,(c) Experiencer-Theme,The snack was needed by Bob,Bob needed the snack,-21.84947967529297,-31.159854888916016,9.310375213623047
nibble,V111,2b,(a) Agent-Patient,The cookie was nibbled by Bob,Bob nibbled the cookie,-23.61121368408203,-34.14677429199219,10.535560607910156
discern,V395,2b,(c) Experiencer-Theme,The representative was nominated by Bob,Bob nominated the representative,-22.31578254699707,-29.940256118774414,7.624473571777344
notice,V350,2b,(c) Experiencer-Theme,Wendy was noticed by Bob,Bob noticed Wendy,-21.68231201171875,-25.97092628479004,4.288614273071289
nullify,V411,2a,(d) Other Passivizable,The claim was nullified by Bob,Bob nullified the claim,-21.625696182250977,-30.980911254882812,9.355215072631836
obscure,V418,2b,(d) Other Passivizable,The truth was obscured by Bob,Bob obscured the truth,-21.986572265625,-31.547563552856445,9.560991287231445
observe,V359,2a,(c) Experiencer-Theme,Wendy was observed by Bob,Bob observed Wendy,-21.624088287353516,-24.50128936767578,2.8772010803222656
overhear,V360,2b,(c) Experiencer-Theme,Wendy was overheard by Bob,Bob overheard Wendy,-22.56281280517578,-28.676830291748047,6.114017486572266
own,V406,2a,(d) Other Passivizable,The house was owned by Bob,Bob owned the house,-18.73572540283203,-25.77764892578125,7.041923522949219
paint,V060,2a,(a) Agent-Patient,The picture was painted by Bob,Bob painted the picture,-20.947603225708008,-29.407672882080078,8.46006965637207
pat,V206,2a,(a) Agent-Patient,Wendy was patted by Bob,Bob patted Wendy,-22.607280731201172,-28.721298217773438,6.114017486572266
perform,V084,2b,(a) Agent-Patient,The symphony was performed by Bob,Bob performed the symphony,-22.404470443725586,-30.003957748413086,7.5994873046875
photograph,V214,2b,(a) Agent-Patient,Wendy was photographed by Bob,Bob photographed Wendy,-22.228490829467773,-24.92561149597168,2.6971206665039062
pinch,V200,2b,(a) Agent-Patient,Wendy was pinched by Bob,Bob pinched Wendy,-22.931575775146484,-29.04559326171875,6.114017486572266
play,V085,2a,(a) Agent-Patient,The DVD was played by Bob,Bob played the DVD,-23.00901985168457,-30.32973861694336,7.320718765258789
please,V327,2b,(b) Theme-Experiencer,Wendy was pleased by Bob,Bob pleased Wendy,-22.17127227783203,-25.96326446533203,3.7919921875
pocket,V017,2a,(a) Agent-Patient,The cheque was pocketed by Bob,Bob pocketed the cheque,-22.494766235351562,-32.48724365234375,9.992477416992188
poke,V203,2b,(a) Agent-Patient,Wendy was poked by Bob,Bob poked Wendy,-22.527782440185547,-28.641799926757812,6.114017486572266
polish,V016,2b,(a) Agent-Patient,The trophy was polished by Bob,Bob polished the trophy,-22.714073181152344,-32.923709869384766,10.209636688232422
pop,V145,2b,(a) Agent-Patient,The bubble-wrap was popped by Bob,Bob popped the bubble-wrap,-25.080127716064453,-34.57393264770508,9.493804931640625
position,V003,2b,(a) Agent-Patient,The statue was positioned by Bob,Bob positioned the statue,-21.964794158935547,-30.77014923095703,8.805355072021484
possess,V407,2b,(d) Other Passivizable,The key was possessed by Bob,Bob possessed the key,-20.736032485961914,-28.964271545410156,8.228239059448242
post,V026,2b,(a) Agent-Patient,The package was posted by Bob,Bob posted the package,-20.43777847290039,-28.238544464111328,7.8007659912109375
pot,V018,2b,(a) Agent-Patient,The black-ball was potted by Bob,Bob potted the black-ball,-25.876678466796875,-35.3704833984375,9.493804931640625
pour,V009,2b,(a) Agent-Patient,The drink was poured by Bob,Bob poured the drink,-22.381725311279297,-32.42102813720703,10.039302825927734
praise,V238,2b,(a) Agent-Patient,Wendy was praised by Bob,Bob praised Wendy,-21.68012237548828,-25.418960571289062,3.7388381958007812
predict,V420,2b,(d) Other Passivizable,The score was predicted by Bob,Bob predicted the score,-20.409433364868164,-29.561241149902344,9.15180778503418
